notes	Updated Apr 2017 (specimen total, correspondent information updated).
dateModified	2018-01-12
irn	124098
organization	Botanical Survey of India, Western Circle
code	BSI
division	
department	Ministry of Environment and Forests
cites	
specimenTotal	176600
currentStatus	Active
dateFounded	1955
taxonomicCoverage	
geography	India, especially states of Maharashtra, Karnataka, southern tip of Gujarat, Goa and Union Territories of Daman, Diu, Dadra, and Nagar-Haveli.
address	{'physicalStreet': '', 'physicalCity': 'Pune', 'physicalState': 'Maharashtra', 'physicalZipCode': '', 'physicalCountry': 'India', 'postalStreet': '7 Koregaon Road', 'postalCity': 'Pune', 'postalState': 'Maharashtra', 'postalZipCode': '411 001', 'postalCountry': 'India'}
contact	{'phone': '[91] 20 612 4139\n[91] 20 612 2125', 'email': '', 'webUrl': ''}
location	{'lat': 18.528481, 'lon': 73.88533}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	['Economic Botany Herbarium of Agriculture College, Pune.']
importantCollectors	['R. K. Bhide', 'T. Cooke', 'W. A. Talbot', 'I. Thaker', 'G. M. Woodrow']
notes	Updated April 2017 (Spelling fixed) Permission for loans required from Director, Botanical Survey of India, P-8 Brabourne Road, Kolkata 700 001.
dateModified	2018-01-12
irn	125705
organization	Pomona College
code	POM
division	
department	
cites	
specimenTotal	0
currentStatus	Inactive
dateFounded	
taxonomicCoverage	
geography	
address	{'physicalStreet': '', 'physicalCity': 'Claremont', 'physicalState': 'California', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Claremont', 'postalState': 'California', 'postalZipCode': '91711', 'postalCountry': 'U.S.A.'}
contact	{'phone': '', 'email': '', 'webUrl': ''}
location	{'lat': 34.086395, 'lon': -117.708931}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Arp 2015. POM (370 000 specimens) integrated with RSA since 1966. Specimens from Pomona College Herbarium should be cited as POM. Contact Mare Nazaire (mnazaire@rsabg.org).
dateModified	2018-01-12
irn	124292
organization	Derby Museum and Art Gallery
code	DBY
division	
department	
cites	
specimenTotal	10000
currentStatus	Active
dateFounded	
taxonomicCoverage	
geography	
address	{'physicalStreet': '', 'physicalCity': 'Derby', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'The Strand', 'postalCity': 'Derby, Derbyshire,', 'postalState': 'England', 'postalZipCode': 'DE1 1BS', 'postalCountry': 'U.K.'}
contact	{'phone': '[44] 1332 716659', 'email': 'museums@derby.gov.uk', 'webUrl': ''}
location	{'lat': 52.92332, 'lon': -1.480181}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['E. S. Carr', 'T. Gibbs', 'K. Hollick', 'W. R. Linton', 'W. H. Painter', 'J. Whittaker', 'A. Willmot']
notes	Updated Aug 2008.
dateModified	2018-01-12
irn	126959
organization	inatura Erlebnis Naturschau GmbH
code	BREG
division	
department	
cites	AT 016
specimenTotal	35000
currentStatus	Active
dateFounded	1850
taxonomicCoverage	
geography	Vorarlberg, Austria.
address	{'physicalStreet': '', 'physicalCity': 'Dornbirn', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Austria', 'postalStreet': 'Jahngasse 9', 'postalCity': 'Dornbirn', 'postalState': '', 'postalZipCode': 'A-6850', 'postalCountry': 'Austria'}
contact	{'phone': '[43] 5572 23235', 'email': '', 'webUrl': ''}
location	{'lat': 47.40971, 'lon': 9.7375}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Aug 2010.
dateModified	2018-01-12
irn	125803
organization	Rocky Mountain Research Station, USDA Forest Service
code	FPF
division	
department	
cites	
specimenTotal	12000
currentStatus	Inactive
dateFounded	1952
taxonomicCoverage	Forest fungi; <Phoradendron>; <Arceuthobium>; fungi from western North America collected 1890 to 1960 that represent fungi causing tree diseases and wood decays
geography	Worldwide; U.S., Rocky Mountains, northern Mexico
address	{'physicalStreet': '', 'physicalCity': 'Flagstaff', 'physicalState': 'Arizona', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '2500 S. Pine Knoll Dr.', 'postalCity': 'Flagstaff', 'postalState': 'Arizona', 'postalZipCode': '86001', 'postalCountry': 'U.S.A.'}
contact	{'phone': '', 'email': '', 'webUrl': ''}
location	{'lat': 0, 'lon': 0}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 4622, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['L. S. Gill', 'F. G. Hawksworth', 'G. G. Hedgcock', 'R. S. Peterson', 'J. M. Staley', 'J. R. Weir', 'D. Wiens']
notes	Updated Aug 2013.    The fungal specimens are still under the ownership of the Rocky Mountain Research Station in Fort Collins CO, but the collections are now physically located at the RMRS lab in Flagstaff, AZ.   FPF mistletoe collection being dispersed to US and UC. FPF is no longer accepting or lending mistletoe specimens.
dateModified	2018-01-12
irn	125646
organization	Pakistan Agricultural Research Council
code	RAW
division	
department	
cites	
specimenTotal	100000
currentStatus	Active
dateFounded	1912
taxonomicCoverage	
geography	Pakistan, western Himalaya, Karakoram, Hindukush
address	{'physicalStreet': 'National Agricultural Research Centre, Park Road.', 'physicalCity': 'Islamabad', 'physicalState': 'Islamabad', 'physicalZipCode': '', 'physicalCountry': 'Pakistan', 'postalStreet': 'Park Road', 'postalCity': 'Islamabad', 'postalState': 'Islamabad', 'postalZipCode': '45500', 'postalCountry': 'Pakistan'}
contact	{'phone': '[92] 51 925 50 42', 'email': 'amirsultan_2000@yahoo.com', 'webUrl': ''}
location	{'lat': 33.720043, 'lon': 73.095826}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Aug 2013 (staff update). Formerly the Stewart Herbarium, Gordon College, Rawalpindi. RAW transferred to Pakistan Agricultural Research Council, Islamabad, in 1974.  Ministry of Food and Agriculture.
dateModified	2018-01-12
irn	126395
organization	Universidad Nacional de Colombia
code	VALLE
division	Facultad de Ciencias Agropecuarias
department	Departamento de Ciencias Básicas
cites	
specimenTotal	13200
currentStatus	Active
dateFounded	1939
taxonomicCoverage	
geography	Mainly Cauca Valley and departments of Cauca, Valle, Meta, Quindío, Risaralda, and Caldas
address	{'physicalStreet': 'Chapinero Carrera 32.', 'physicalCity': 'Palmira', 'physicalState': 'Valle del Cauca', 'physicalZipCode': '', 'physicalCountry': 'Colombia', 'postalStreet': 'Apartado Aéreo 237', 'postalCity': 'Palmira', 'postalState': 'Valle del Cauca', 'postalZipCode': '', 'postalCountry': 'Colombia'}
contact	{'phone': '', 'email': 'leforerop@unal.edu.co', 'webUrl': ''}
location	{'lat': 3.519569, 'lon': -76.294418}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['E. I. Dryander', 'J. Cuatrecasas', 'O. Haught', 'E. P. Killip', 'J. M. Duque Jaramillo']
notes	Updated Aug 2014.  Financial restrictions on loans.
dateModified	2018-01-12
irn	126314
organization	Universidad de Sevilla
code	SEV
division	Centro de Investigación Tecnología e Innovación
department	
cites	
specimenTotal	300000
currentStatus	Active
dateFounded	1965
taxonomicCoverage	Vascular plants
geography	Western Andalusian and Nord Moroco
address	{'physicalStreet': 'Avenida Reina Mercedes.', 'physicalCity': 'Sevilla', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Spain', 'postalStreet': 'Edificio Celestino Mutis Avenida Reina Mercedes s/n', 'postalCity': 'Sevilla', 'postalState': '', 'postalZipCode': '41012', 'postalCountry': 'Spain'}
contact	{'phone': '[34] 955 420 844\n[34] 955 420 843', 'email': 'herbariosev@us.es', 'webUrl': ''}
location	{'lat': 37.382111, 'lon': -5.98556}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	['SEVF (22 000 specimens) in 1999.']
importantCollectors	['C. Boutelou']
notes	Updated Sep 2015 (general update).
dateModified	2018-01-12
irn	126980
organization	University of Warsaw
code	WA
division	
department	Faculty of Biology
cites	
specimenTotal	450000
currentStatus	Active
dateFounded	1917
taxonomicCoverage	All groups
geography	Worldwide, especially Poland
address	{'physicalStreet': '', 'physicalCity': 'Warszawa', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Poland', 'postalStreet': 'Zwirki i Wigury 101', 'postalCity': 'Warszawa', 'postalState': '', 'postalZipCode': 'PL-02-089', 'postalCountry': 'Poland'}
contact	{'phone': '[48] 22 22 552 66 87', 'email': 'mgraniszewska@biol.uw.edu.pl', 'webUrl': ''}
location	{'lat': 52.225288, 'lon': 21.023748}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['S. Lisowski', 'F. Blonski', 'W. Zablocki', 'T. Chalubinski', 'A. Michalski', 'W. Lackowitz', 'F. K. Karo', 'H. Czeczott', 'J. Zablocki']
notes	Updated Sep 2016 (address update).
dateModified	2018-01-12
irn	124707
organization	Harrow School
code	HWB
division	
department	Biology Department
cites	
specimenTotal	500
currentStatus	Inactive
dateFounded	
taxonomicCoverage	
geography	England.
address	{'physicalStreet': '', 'physicalCity': 'London', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'Football Lane', 'postalCity': 'Harrow-on-the-Hill, Middlesex', 'postalState': 'England', 'postalZipCode': 'HA1', 'postalCountry': 'U.K.'}
contact	{'phone': '[44] 20 8872 8267', 'email': '', 'webUrl': ''}
location	{'lat': 51.566761, 'lon': -0.34068}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Sep 2017.  HWB (500 specimens) transferred to the National Botanic Garden of Wales.  https://botanicgarden.wales/science/collections/herbarium/
dateModified	2018-01-12
irn	127008
organization	Museum für Naturkunde
code	MSTR
division	
department	
cites	
specimenTotal	500000
currentStatus	Active
dateFounded	1872
taxonomicCoverage	
geography	Westphalia and adjacent regions; Europe
address	{'physicalStreet': 'Sentruper Str. 285', 'physicalCity': 'Münster', 'physicalState': '', 'physicalZipCode': '48161', 'physicalCountry': 'Germany', 'postalStreet': 'Sentruper Straße 285', 'postalCity': 'Münster', 'postalState': '', 'postalZipCode': '48161', 'postalCountry': 'Germany'}
contact	{'phone': '[49] 251 591 6020', 'email': 'bernd.tenbergen@lwl.org', 'webUrl': ''}
location	{'lat': 51.945942, 'lon': 7.58802}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['K. Beckhaus', 'H. Brockhausen', 'D. Büscher', 'W. Dahms', 'J. B. H. Echterling', 'K. Farenholtz', 'U. P. Hamann', 'K. Hünerbein', 'A. Karsch', 'P. Kirchern', 'J. G. F. Lahm', 'J. A. Luyken', 'T. Muer', 'H. Neidhardt', 'H. Preuss', 'A. Runge', 'W. Schemmann', 'I. Sonneborn', 'C. W. L. E. Suffrian', 'W. von der Mark', 'C. A. E. von Spiessen', 'J. Wattendorff', 'C. E. A. Weihe', 'E.-M. Wentz', 'G. Wenzel']
notes	Updated Sep 2017. The main part of the herbarium MSUN (Herbarium Fred Daniels) from the University Muenster (WWU) was transferred to MSTR in 2009. The total herbarium of the Fuhlrott-Museum (Wuppertal) was transferre!
dateModified	2018-01-12
irn	125329
organization	Museo di Storia Naturale di Venezia
code	MCVE
division	
department	
cites	
specimenTotal	26000
currentStatus	Active
dateFounded	1987
taxonomicCoverage	
geography	Fungi of Italy, especially Venice and northern part.
